numero_cuartos;numero_baños;area_de_ construcción_pie2;area_del lote_pie2;numero_pisos;condición;grado;superficie_sótano_pie2;año_de_construcción;precio
1;1;470;63737;1;5;5;0;1924;192500
3;1;1060;5600;1;4;6;300;1943;345000
3;2;1820;4080;2;3;8;0;1937;699000
4;2;2680;18768;1;5;8;0;1965;360000
2;1;1130;8081;1;4;7;0;1921;345000
3;1;1120;2300;1;4;7;300;1912;552000
3;2;1210;6634;1;4;7;0;1985;237000
3;1;1060;9506;1;3;7;0;1959;364500
3;1;880;6664;1;3;6;0;1961;550000
4;2;2510;9750;1;3;8;880;1960;479900
2;1;700;10540;1;3;6;0;1953;192000
3;2;1500;5200;1;3;7;440;1977;250000
3;2;1130;9879;2;3;6;0;1996;340000
3;2;1420;6060;1;5;7;590;1942;340000
2;1;1170;5043;1;3;6;290;1949;324800
2;1;780;16344;1;1;5;0;1942;78000
3;1;1070;4505;1;4;7;0;1919;640500
3;2;1930;10929;1;3;8;670;1964;570000
2;1;720;8040;1;3;6;0;1943;210000
5;2;2260;11970;1;4;7;1010;1962;275000
3;1;1070;14000;1;3;7;0;1960;147000
3;1;1620;10610;1;4;6;0;1958;345000
2;1;1070;6000;1;4;5;0;1922;225000
3;1;870;8040;1;3;7;0;1953;276000
2;1;900;28800;1;1;6;0;1928;235000
2;1;1400;10800;1;4;7;0;1974;325000
4;2;2390;23972;2;3;7;670;1949;307000
6;3;3020;13783;2;3;8;0;1952;900000
2;2;1590;9375;1;3;7;680;1983;290000
3;2;2290;11200;2;3;9;0;1979;572500
3;1;1570;9136;1;3;7;0;1953;330000
4;3;2910;8027;1;5;8;1110;1970;825000
4;2;1600;15044;1;3;7;0;1972;436000
2;1;1010;14244;1;1;5;0;1926;658000
3;2;1850;9570;1;4;7;900;1940;547500
3;2;1150;6249;1;3;7;0;1952;382500
3;1;890;5965;1;3;7;0;1950;328000
3;1;1430;8640;1;5;7;0;1954;551100
3;2;1420;12655;1;5;7;0;1968;421000
4;1;1530;7920;1;3;7;500;1955;419950
6;3;2650;12870;1;4;7;0;1977;325000
3;2;2520;3959;1;5;8;1250;1931;861000
2;1;700;4836;1;4;6;0;1926;380000
4;3;1990;6180;2;3;7;0;1990;273000
2;1;930;8665;1;4;6;0;1938;200000
3;1;1230;12305;1;3;7;0;1955;839000
3;1;1120;8631;1;3;7;0;1942;311000
3;1;1230;9568;1;5;7;0;1962;387000
2;1;740;3434;1;5;6;0;1920;175000
2;1;770;11084;1;4;6;0;1947;257000
2;1;1150;11250;1;3;6;0;1920;254500
2;1;980;3663;1;5;7;0;1909;575000
2;1;910;22000;1;3;6;0;1956;100000
3;1;1300;7420;1;4;6;0;1960;208000
2;1;890;6000;1;3;6;0;1941;334000
3;2;1090;8400;1;4;6;0;1961;235000
2;1;1170;10621;1;3;7;0;1963;295000
4;3;2600;29539;1;3;8;0;1994;610000
2;1;1410;7000;1;3;7;0;1968;175000
2;1;1410;7000;1;3;7;0;1968;335000
2;1;980;2130;1;4;6;120;1918;400000
3;1;1510;8800;1;4;7;500;1963;225900
2;1;1210;7040;1;3;7;0;1952;320000
4;2;1470;7412;1;3;7;0;1967;250000
2;1;800;1200;2;3;7;0;1999;269500
2;1;960;21850;1;3;6;0;1947;242000
3;2;2590;108900;2;3;8;610;1988;503000
2;1;800;7260;1;3;7;0;1953;325000
3;1;1750;7800;1;4;7;600;1956;329950
2;1;600;6120;1;3;5;0;1943;135000
4;3;1630;7626;1;5;7;520;1990;482500
3;2;2700;6120;1;4;8;1350;1962;910000
5;3;2200;103237;1;3;7;1040;1971;547000
2;1;810;8382;1;4;5;0;1942;125000
3;1;1460;11880;1;2;7;0;1961;175000
3;1;1120;32250;1;4;6;0;1934;230000
3;2;1770;7251;1;4;8;0;1990;320900
3;2;1290;6150;1;5;6;0;1950;310000
2;1;960;6250;1;4;6;220;1940;435000
5;2;2280;5750;1;4;8;1140;1951;383000
3;2;1380;3500;2;3;7;0;1971;275000
3;2;1470;1691;2;3;8;470;2007;540000
2;1;1040;9100;1;4;7;0;1937;227000
4;1;1730;8706;1;4;7;720;1962;312000
5;2;1730;7375;1;4;6;0;1944;249950
3;1;1130;10650;1;3;7;0;1954;237000
2;1;790;8100;1;3;6;0;1947;259950
3;1;940;10500;1;4;7;0;1966;342500
3;1;1590;11200;1;4;7;0;1961;247200
3;1;880;8976;1;4;6;0;1966;160000
5;2;2050;10200;1;3;6;620;1956;210000
5;2;2050;10200;1;3;6;620;1956;475000
3;1;1200;5404;1;3;6;0;1937;375000
4;2;1980;4500;2;4;7;0;1910;500000
2;2;1140;690;2;3;8;380;2014;570000
3;1;1400;9690;1;3;7;0;1969;128000
3;1;1010;14948;1;5;6;0;1969;265000
3;2;720;7598;1;5;6;0;1947;300000
4;3;3720;15048;3;3;7;0;1979;500000
4;1;1750;68841;1;3;7;0;1942;322000
3;3;3730;35900;1;3;9;770;1979;825000
2;1;1210;7440;1;3;6;430;1940;326000
3;1;1300;9880;1;4;7;0;1959;205000
3;2;1300;2250;2;3;7;0;1988;422500
3;1;1160;8800;1;4;7;0;1959;480000
3;3;1560;1466;3;3;8;0;2006;640000
4;3;1986;6000;2;4;8;240;1922;715000
4;3;4590;9150;2;3;10;1100;1981;960000
3;2;1970;3420;2;5;8;0;1913;812000
3;1;1360;9948;1;3;6;0;1977;234950
4;2;2710;4750;1;4;7;1250;1919;656500
3;1;1220;4541;1;3;7;330;1952;280500
3;2;2090;15790;1;3;9;0;1992;560000
4;1;1160;20100;1;4;6;340;1913;500000
3;1;1160;5969;1;3;7;280;1930;508300
4;2;1720;6099;1;4;7;860;1949;525000
2;1;960;5000;1;4;7;0;1900;500000
4;3;2620;35124;2;3;9;0;1987;443000
3;1;1040;4480;1;3;7;170;1924;642000
2;1;1200;12856;1;4;6;0;1948;546000
3;2;1270;10713;1;4;7;0;1969;435000
3;1;1590;5400;1;3;8;310;1948;579000
3;1;1190;9000;1;3;7;0;1968;268300
2;1;1630;7680;1;3;7;800;1947;426000
2;1;980;3915;1;4;7;0;1919;375000
1;1;1160;5000;2;3;7;0;2000;336000
3;1;1290;10125;1;4;7;0;1956;362000
2;1;740;8853;1;3;6;0;1943;230500
4;2;1710;9996;1;3;7;0;1950;380000
3;1;1040;7500;1;4;6;0;1954;172500
3;2;1020;889;2;3;7;300;2009;280000
3;2;1290;13282;1;3;7;0;1978;255000
2;1;780;8271;1;4;6;0;1924;319000
4;1;1340;7920;1;4;7;0;1970;205000
3;1;1590;6240;1;3;7;530;1956;229000
2;1;760;7272;1;4;7;0;1980;183000
2;2;1370;3827;1;3;7;350;1952;535000
3;1;950;8400;1;3;7;0;1958;286000
2;1;930;6380;1;4;7;0;1940;395000
2;1;810;8494;1;3;6;0;1949;237500
3;2;1630;6550;1;5;7;780;1912;464000
1;1;710;6060;1;4;6;0;1916;257500
3;1;1140;8800;1;3;7;0;1972;172500
2;1;1040;4880;1;3;7;0;1910;596000
2;1;840;7870;1;3;6;0;1949;251000
4;1;1650;9750;1;4;7;0;1964;282500
3;1;910;10240;1;4;6;0;1969;330000
2;1;1230;3800;1;3;7;0;1928;435000
4;2;1560;5220;1;3;7;0;1959;449000
2;1;1120;3220;1;4;7;0;1923;500000
3;1;1010;9945;1;4;6;0;1973;310000
2;1;700;8100;1;3;6;0;1949;254950
3;1;1390;4820;1;4;7;480;1926;350000
3;2;970;10000;1;5;7;0;1972;339300
2;1;1070;5080;1;5;6;0;1942;325000
4;2;2010;9474;2;3;7;0;1953;410000
2;1;710;14000;1;4;6;0;1953;239000
2;1;1210;9400;1;2;6;0;1949;235000
3;3;2630;10156;1;4;9;0;1987;778000
3;1;1300;7975;1;4;7;0;1958;415000
3;1;1300;8160;1;4;7;0;1960;237000
4;2;1950;8040;1;3;7;0;1961;392500
3;2;1430;12430;1;4;7;0;1957;305000
2;1;930;10505;1;3;6;0;1930;235000
3;1;1300;8879;1;3;7;380;1950;325000
3;1;1320;8100;1;3;6;440;1943;268950
2;1;830;6893;1;3;7;0;1950;222000
3;1;1160;8813;1;3;7;0;1952;317000
3;1;1110;6250;1;3;7;0;1956;345000
3;3;1530;9997;1;3;6;510;1992;154000
2;2;1250;3360;1;3;7;0;1957;500000
3;1;880;9035;1;4;6;0;1967;230000
3;1;1450;8820;1;3;6;400;1958;274950
2;1;760;6035;1;3;6;0;1920;447000
2;1;1150;30184;1;3;6;0;1950;129000
5;3;2720;9856;2;4;8;0;1969;436000
3;1;1080;16000;1;3;6;0;1952;225000
2;1;1130;5236;1;4;6;0;1942;384500
4;3;2410;8284;1;5;7;1200;1969;475000
3;2;1760;9282;1;5;7;660;1947;215000
3;2;2160;15788;1;3;8;0;1951;987000
3;2;1810;10684;2;3;8;0;1987;252500
5;2;2290;7125;1;3;7;1100;1964;580000
3;3;2340;2970;2;5;8;180;1925;660000
3;2;1770;8141;1;5;8;0;1952;660000
2;1;1510;19874;1;3;7;0;1951;226000
2;1;1480;6210;1;3;7;400;1950;331000
3;2;2610;6000;1;5;7;1300;1941;780000
3;1;1660;6582;1;5;7;660;1946;467000
4;2;1710;5200;1;4;7;800;1977;247500
3;1;2140;5037;1;3;7;0;1957;330000
3;1;1570;10050;1;3;7;0;1963;367500
3;2;1760;2875;2;3;7;470;1988;437500
4;3;2460;9606;1;3;8;0;2012;280000
2;1;750;6350;1;3;5;0;1920;250000
2;1;860;5040;1;3;7;0;1956;370000
3;1;1000;9170;1;3;7;0;1980;329950
2;1;1280;4635;1;3;6;440;1917;230000
3;2;1830;4992;1;3;7;600;1953;210000
3;2;1670;7056;1;4;7;0;1958;180000
6;3;2960;5000;1;3;8;1170;1968;650000
3;2;1420;16000;1;3;7;0;1966;324450
3;2;1360;2500;1;3;7;630;1986;499950
5;3;2010;7264;1;3;7;720;1990;465000
4;1;2210;4366;2;3;8;0;1901;589000
4;1;1320;11212;1;5;6;0;1914;250000
3;3;2440;3202;2;4;8;800;1982;515000
4;3;2360;6678;1;3;8;600;1949;550000
2;1;890;6000;1;2;6;0;1919;180000
3;2;1720;128066;1;3;7;0;1994;427000
2;1;1020;6380;1;3;7;0;1930;290000
3;1;1090;8640;1;4;6;0;1973;285000
4;2;1960;16015;1;3;7;0;1980;367500
5;1;1760;4264;2;3;8;0;1902;780500
2;1;1220;17172;1;4;6;0;1947;370000
3;2;1830;6925;1;4;8;0;1979;323000
3;1;1140;4500;1;3;6;300;1907;450000
2;1;930;7740;1;3;6;0;1924;290000
3;2;1010;21340;1;3;8;0;1980;354000
5;3;2380;5000;2;5;7;0;1909;705000
3;1;1440;11925;1;3;7;0;1968;229900
3;2;1890;29185;1;3;7;420;1949;570000
3;1;950;9451;1;4;7;0;1977;350000
2;1;1200;4880;1;3;6;220;1943;245000
2;1;1250;8100;1;4;7;0;1947;365000
3;1;1410;9384;1;3;7;0;1948;450500
3;1;1560;8232;1;3;7;0;1952;915000
3;1;960;7314;1;5;6;0;1960;205000
2;1;900;9260;1;3;7;0;1946;496000
4;1;2050;7590;1;3;7;770;1957;329950
4;2;2400;6000;2;3;6;0;1913;375000
3;1;1190;9486;1;4;7;0;1953;375000
3;2;1710;7225;2;4;7;0;1988;250500
3;1;880;18205;1;4;6;0;1945;218000
3;2;2060;4437;1;3;7;1030;1929;460000
2;2;1680;4647;1;3;8;0;2008;560000
2;1;730;2600;1;4;6;0;1918;465000
3;1;910;7620;1;3;7;0;1971;290000
3;1;1110;12150;1;4;7;0;1957;416000
4;2;1450;8940;1;3;7;0;1962;360000
2;1;730;9975;1;1;5;0;1943;81000
2;1;720;7500;1;3;6;0;1925;447000
4;2;2750;5527;2;3;8;620;1901;865000
4;3;1530;8306;2;3;7;0;2010;260000
3;1;1260;10900;1;4;6;0;1943;190000
5;2;2760;6420;1;5;7;1380;1964;399950
3;2;1770;9685;1;3;5;0;1948;315000
3;1;1130;3600;1;3;6;0;1908;261500
3;2;1340;8505;1;3;6;0;1931;215000
4;2;1700;6375;1;4;7;850;1950;420000
3;2;1540;8316;1;5;6;0;1954;202500
3;2;1480;7480;1;4;7;0;1992;254000
3;1;1200;13100;1;3;6;0;1943;165000
2;1;710;6960;1;4;6;0;1943;216500
4;3;2060;9138;1;3;8;630;1992;323400
3;1;1180;7537;1;3;7;0;1969;400000
3;1;1690;7700;1;4;7;0;1969;215000
2;1;800;6050;1;4;6;0;1944;225000
3;1;1400;8710;1;4;7;0;1948;380000
4;3;2810;6000;2;3;9;0;2007;454450
3;1;940;4200;1;3;7;0;1955;341000
2;1;1390;11340;1;4;7;0;1969;185000
2;1;1050;6250;1;4;6;210;1943;209950
3;2;2220;209523;1;3;7;0;1991;585000
3;2;1240;12285;1;3;7;620;1939;248500
2;1;1050;9600;1;4;6;0;1959;198500
3;1;1160;9180;1;3;7;0;1968;315000
2;1;1440;7130;1;3;7;230;1948;500000
3;1;1640;12384;1;4;7;550;1954;253500
2;1;830;2699;1;3;7;0;1996;175000
5;1;2590;4652;2;4;8;280;1907;890000
2;1;700;2334;1;3;7;0;1945;367000
3;1;900;7576;1;4;6;0;1959;201000
3;1;1510;8760;1;4;6;0;1946;190000
2;3;2020;5000;1;3;8;670;1952;742500
2;1;830;5610;1;3;6;0;1922;275000
3;2;1130;7200;1;4;6;0;1944;262500
2;1;1120;8661;1;3;7;0;1946;399000
2;1;1040;3200;1;3;7;0;1926;580000
3;1;1380;10112;1;4;7;440;1963;230000
4;4;3680;18804;2;3;10;0;1990;675000
3;1;1250;20040;1;3;7;0;1970;318000
2;1;620;6600;1;3;6;0;1963;175000
1;1;1000;9084;1;3;7;0;1950;641500
2;1;890;6380;1;3;6;0;1951;250000
4;3;3680;7105;2;3;10;790;2008;935000
2;1;900;6656;1;3;7;0;1940;355000
3;1;1060;9600;1;4;6;0;1962;206000
5;3;3070;5252;2;3;8;0;2005;341950
3;1;1150;9048;1;2;7;0;1922;305000
3;1;1180;43124;1;4;6;0;1959;330000
3;1;1050;7560;1;3;7;0;1951;333000
2;1;700;6000;1;3;6;0;1943;225000
5;2;2330;6783;1;3;7;1020;1956;630000
4;1;1300;18836;1;4;7;0;1941;321000
3;1;1340;4284;1;3;7;260;1910;530000
2;2;1600;5643;1;3;7;0;1954;438200
1;1;640;4800;1;3;6;0;1918;340000
4;4;2790;16117;2;4;9;0;1999;865000
3;3;3450;16200;2;3;10;0;1983;688000
3;2;2000;3207;1;4;7;900;1916;677000
3;2;2260;9568;1;3;8;480;1985;539000
3;1;1010;7500;1;4;7;0;1975;315000
3;3;1820;1641;3;3;8;280;2006;625000
4;2;1640;5014;1;4;7;710;1982;377000
3;1;1480;17360;1;3;8;0;1954;600000
4;3;2840;13554;1;4;9;850;1974;760000
2;1;840;7200;1;4;5;0;1907;202000
3;2;1730;38884;1;3;8;0;1997;470000
3;1;1480;8415;1;3;7;400;1967;175000
2;1;770;8636;1;2;6;0;1951;197000
3;1;1010;7384;1;5;6;0;1943;254000
2;1;940;4264;1;5;7;0;1949;416000
2;1;1160;8504;1;4;7;0;1949;345000
3;1;1060;9525;1;3;7;0;1966;349950
3;1;1500;6240;1;4;7;0;1953;431000
5;3;3045;5030;2;3;8;0;1999;414000
3;1;1410;7854;1;4;7;0;1971;380500
2;1;740;9003;1;3;5;0;1949;157500
4;2;2030;9300;1;4;8;0;1976;627000
2;1;920;8341;1;3;7;0;1939;319950
3;1;1180;7200;1;4;7;0;1968;249500
2;1;770;8149;1;3;6;0;1948;220000
3;2;2420;8800;1;4;7;1000;1959;298500
2;1;710;1136;2;4;7;0;1943;403950
2;1;710;4240;1;4;6;0;1942;271000
2;1;1510;3844;1;4;7;0;1923;335000
3;3;1880;2200;2;3;8;360;2007;630000
2;1;1030;9192;1;4;6;0;1959;225000
2;1;1260;7810;2;3;6;0;1945;255000
4;3;2240;8504;2;3;7;0;1992;337000
4;2;1630;10375;1;5;7;0;1968;360000
3;1;900;7500;1;4;7;0;1972;304000
2;1;880;2400;1;3;6;120;1918;376000
1;1;560;4120;1;3;4;0;1947;90000
4;2;2060;3060;2;3;7;0;1968;400000
3;1;1140;7785;1;3;8;0;1954;407000
2;1;1320;6135;1;4;7;440;1942;369000
2;1;1240;27042;1;3;6;240;1943;355000
2;1;810;4755;1;3;7;0;1980;155000
3;2;2040;6880;2;4;7;0;1954;435000
3;1;1340;10035;1;3;7;0;1959;227000
3;1;940;7200;1;4;7;0;1954;163500
2;1;860;5000;1;3;7;0;1949;199988
2;2;1470;2541;2;3;6;0;2005;249900
2;1;910;9869;1;3;6;0;1957;223000
4;4;2630;59586;1;3;7;1160;1963;631000
5;2;2730;7344;1;5;7;1220;1962;310000
2;1;900;8000;1;4;6;0;1954;185000
4;1;1200;11834;1;3;6;0;1972;340000
2;1;800;10625;1;3;6;0;1942;109500
3;2;1640;9825;1;4;7;550;1971;455000
2;1;910;9612;1;4;7;0;1981;225000
3;1;1460;10914;1;4;7;0;1959;250000
2;1;670;1675;1;5;6;0;1960;245000
4;2;1480;15000;1;4;7;0;1957;275000
3;2;2330;8000;1;3;7;940;1986;270000
4;3;2170;2500;2;3;8;460;1997;767250
3;2;1760;9900;1;4;7;0;1943;229000
5;2;2800;17788;1;4;8;1400;1963;665000
5;2;2360;19899;1;4;7;0;1968;355500
2;1;720;6050;1;2;5;0;1951;338500
3;1;950;4000;1;3;7;170;1949;256000
2;1;840;11600;1;3;6;0;1952;187000
3;1;1210;10185;1;3;6;0;1957;205000
3;2;1450;9044;2;3;7;0;1990;222500
3;2;1840;3432;2;3;7;0;2012;467000
3;1;1060;10050;1;4;7;0;1967;335000
3;1;810;7000;1;3;7;0;1968;367000
4;1;2100;9288;1;4;7;1050;1968;305000
3;1;1460;5000;1;4;7;0;1934;395000
3;2;1390;10155;1;3;7;260;1980;190500
3;1;1530;2370;2;3;8;0;1901;590000
2;1;1030;6000;1;3;7;0;1925;305000
1;1;1090;32010;1;4;6;0;1958;598800
3;1;1170;7395;1;4;7;0;1969;255000
3;1;1120;10125;1;3;6;0;1961;305000
3;2;1340;9750;1;4;7;450;1974;324950
3;2;1640;7201;1;3;8;0;1948;405000
3;2;1430;10850;1;3;7;0;1994;234950
5;3;2460;7240;1;3;9;620;1991;637000
2;1;880;9750;1;5;6;0;1938;210000
2;1;1360;9367;1;4;6;680;1924;255000
3;2;2000;10490;1;3;8;570;1978;423500
4;3;2740;2811;2;3;8;500;2003;495000
2;1;910;9753;1;3;5;0;1947;85000
3;1;1040;10080;1;3;6;0;1959;184900
3;1;1530;6372;1;3;7;320;1962;387000
2;1;750;4000;1;4;6;0;1926;422000
3;1;1200;6250;1;3;6;280;1943;280000
4;2;1730;3884;1;5;7;670;1924;569000
2;1;860;5080;1;3;7;0;1960;209950
4;2;1680;3813;2;4;7;0;1900;500000
3;1;1200;9668;1;5;6;0;1975;146300
3;2;1670;7700;1;3;7;500;1972;424000
3;2;1650;7104;2;3;8;0;1945;643500
5;2;1900;5000;1;3;8;180;1957;630000
2;1;960;13438;1;3;7;0;1951;208000
3;1;1230;8750;1;3;6;0;1965;205000
4;3;2490;5064;2;3;7;0;2007;449400
3;2;2060;4040;1;4;8;940;1947;605000
3;1;1440;5000;2;3;7;0;1910;560000
3;2;1860;13374;1;3;8;0;1985;560000
2;1;770;3008;1;4;5;0;1917;345000
3;1;1010;25000;1;3;6;0;1966;150000
3;1;860;7030;1;3;7;0;1973;350000
3;2;2120;7560;1;3;9;0;1991;386000
3;1;1730;7210;1;3;7;300;1963;210000
2;1;1010;5408;1;4;6;0;1926;225000
3;1;1310;9612;1;3;7;350;1962;150000
2;1;1180;7200;1;4;6;0;1949;336000
4;2;1970;7451;1;3;8;620;1962;352500
2;1;840;12750;1;3;6;0;1925;150000
2;1;840;12750;1;3;6;0;1925;175000
3;2;1830;10873;1;3;8;0;1989;305000
2;1;1250;5040;1;3;7;300;1920;505000
3;1;1270;6900;1;3;7;0;1977;379950
2;1;860;6510;1;3;7;0;1952;605000
1;1;820;1060;1;3;8;60;2007;194000
2;1;1160;32251;1;3;6;580;1963;330000
3;1;1130;12212;1;3;6;0;1942;126500
3;1;1300;10139;1;3;7;0;1962;260000
2;1;720;6686;1;3;6;0;1942;333000
2;2;1120;780;2;3;8;360;2004;380000
4;2;2630;9663;1;4;8;1300;1956;435000
3;1;1260;8280;1;3;6;0;1946;300000
4;2;2530;15520;1;5;8;310;1964;813500
2;1;850;4650;1;3;7;0;1975;460000
2;1;800;8775;1;3;6;0;1942;353500
3;2;2020;8118;1;3;7;1000;1963;507500
5;4;5610;22529;2;3;11;1520;1996;995000
2;1;1340;7788;1;3;7;0;1947;300000
4;3;1730;7264;2;3;6;0;1920;265000
2;1;1250;4558;1;3;7;0;1948;355000
3;1;1300;20812;1;3;6;0;1927;300000
4;2;2180;17180;2;4;7;0;1977;470000
3;1;1630;16393;1;3;7;0;1969;437500
2;1;1370;11584;1;4;6;0;1950;237600
2;1;950;2784;1;4;8;0;1972;162950
3;1;1300;10125;1;4;6;0;1959;137000
4;3;4270;85643;2;3;11;0;1991;949000
3;1;1310;3963;1;5;7;0;1986;420000
2;1;1100;7500;1;3;7;0;1951;353000
3;1;890;9870;1;4;7;0;1960;358000
2;1;1160;5029;1;3;7;250;1940;605125
3;2;1100;9165;1;4;7;0;1969;397000
3;2;1190;10299;1;3;7;0;1994;240000
3;2;1030;11118;1;5;7;0;1970;240000
2;1;700;5000;1;5;6;0;1952;191000
1;1;650;15364;1;4;5;0;1967;129000
2;1;830;5720;1;4;6;0;1950;225000
3;1;1090;3523;1;4;6;0;1969;152500
3;1;2110;10005;1;5;7;1000;1924;475300
5;3;3520;36558;2;4;8;1420;1985;632000
2;1;1460;4200;1;4;6;580;1914;415000
3;2;1170;5360;1;3;6;0;1919;335000
4;2;1610;8976;1;4;8;0;1966;650000
3;2;1640;4218;1;4;7;730;1941;645000
4;1;1410;6000;1;3;7;600;1925;413000
3;1;1240;7300;1;3;7;0;1968;420000
5;1;1410;9000;1;5;7;0;1967;230000
3;2;1360;6685;1;3;7;0;1952;290000
2;1;1500;18540;1;3;8;0;1950;170000
3;2;1210;9097;1;4;7;0;1954;173250
4;2;1700;21780;1;4;6;620;1940;445000
2;1;1200;9000;1;3;6;0;1958;179950
4;1;2300;9583;1;3;6;1080;1928;303000
3;1;970;7503;1;4;6;0;1967;165000
2;2;1270;5000;1;3;6;0;1944;600000
4;2;1590;6750;1;3;7;0;1951;670500
4;3;1890;13140;1;4;7;620;1967;450000
4;2;1760;8400;1;3;7;700;1962;247500
3;1;1050;6240;1;5;5;0;1948;208000
3;1;1300;8800;1;3;7;0;1977;326188
3;1;1120;8407;1;5;6;0;1987;225000
5;2;1940;6000;1;5;7;970;1945;580000
3;1;1380;5864;1;3;7;590;1944;322000
2;1;930;36478;1;3;6;0;1951;675000
2;1;860;7250;1;3;6;0;1949;305000
3;1;1560;8100;1;4;8;420;1952;525000
3;2;1380;3600;3;3;8;0;2015;350000
2;1;870;4000;1;3;7;0;1950;435000
3;1;1210;9622;1;3;8;0;1955;660000
3;1;1150;12877;1;4;6;0;1970;350000
3;3;2430;10500;1;4;8;280;1983;272000
3;1;910;7194;1;4;7;0;1971;182500
2;1;1330;3698;1;3;7;0;1952;450500
3;2;1520;3451;1;3;8;0;1996;413000
5;4;3720;15200;2;3;10;0;2005;960000
2;1;770;9370;1;3;7;0;1947;180000
2;1;710;9000;1;5;6;0;1943;153000
2;1;750;5534;1;3;7;0;1947;325000
4;3;2210;4191;2;3;7;0;2004;315000
2;1;780;9750;1;3;6;0;1937;146000
2;1;810;4800;1;3;6;0;1919;367500
3;2;1240;10800;1;3;7;0;1967;297950
2;1;700;7303;1;5;5;0;1953;209995
2;1;1310;6600;1;3;6;0;1942;280000
3;2;1640;4875;1;4;7;600;1977;231000
2;1;750;5217;1;4;6;0;1943;135000
4;3;3520;4895;1;3;8;1540;1954;800000
3;1;1660;9600;1;3;7;0;1963;360000
3;2;1080;5077;1;3;7;0;1985;379950
3;1;990;9798;1;3;7;0;1968;275000
6;3;3560;4290;1;4;7;1780;1957;435000
2;1;700;8174;1;3;5;0;1941;175000
3;2;1330;6000;1;4;7;700;1900;240000
3;1;1350;10000;1;4;7;0;1954;450000
2;1;710;14700;1;5;6;0;1926;187250
3;1;1180;8400;1;3;7;0;1951;425000
3;1;1250;53143;1;5;6;0;1945;110000
3;2;1490;7697;1;3;7;0;1994;305000
3;1;1000;9450;1;3;6;0;1962;212000
4;2;1440;10920;1;3;5;0;1943;275000
3;2;1610;8416;1;3;7;0;1994;268000
3;1;1160;7491;1;4;6;0;1917;417500
3;1;1340;15600;1;4;6;0;1978;124740
2;2;1030;21712;1;4;6;0;1938;212500
3;1;910;7700;1;4;7;0;1971;300000
4;1;1370;7140;2;3;6;0;1942;387500
4;2;2180;8800;1;5;7;1010;1977;254950
3;1;1430;5000;1;4;6;350;1919;552000
2;1;720;5820;1;5;6;0;1950;350000
4;3;1800;2500;2;3;7;0;2000;250000
3;2;1380;2500;1;3;7;630;1986;435000
2;1;740;7680;1;4;6;0;1922;350000
2;1;1210;7667;1;3;6;310;1950;529000
1;1;1390;60984;1;3;6;0;1960;400000
2;1;800;6240;1;3;6;0;1954;285000
4;2;2100;13468;1;5;7;1050;1962;475000
2;1;990;4000;1;4;7;0;1911;747000
2;1;1270;8164;1;4;6;0;1941;390000
2;2;1090;934;3;3;8;0;2008;427500
2;1;700;6046;1;3;6;0;1950;247500
4;1;1450;8960;1;3;6;0;1943;244000
2;1;710;1164794;1;2;5;0;1915;190000
3;3;2540;18900;1;3;7;960;1978;475000
3;1;920;6460;1;5;6;0;1969;189950
4;3;2320;4468;2;3;8;160;1999;637500
3;1;1660;8800;1;4;7;700;1963;209950
3;1;1130;7000;1;3;6;300;1944;460000
3;1;1010;9514;1;3;7;0;1969;270000
4;3;2580;5511;2;3;8;0;1999;370000
2;1;1040;13100;1;5;6;0;1912;160000
4;3;2190;5085;2;4;8;0;1992;520000
4;3;3370;47959;2;4;10;0;1981;905000
2;1;2240;7200;1;4;7;1120;1940;435000
3;3;2480;14141;1;3;8;980;1994;390000
4;3;2180;12196;2;4;7;0;1968;499900
2;1;900;1818;2;4;7;0;1945;334000
3;1;1010;9920;1;3;6;0;1977;179900
3;2;1580;5289;1;3;7;710;1940;563000
3;1;1030;6127;1;3;7;150;1947;252500
4;3;2570;9104;2;3;7;0;1930;500000
3;1;920;4875;1;5;6;0;1969;179950
3;2;1790;32379;1;3;7;0;2007;440000
4;3;2483;5701;2;3;8;0;2005;331000
3;1;1510;9100;1;3;7;0;1966;199000
3;1;940;9198;1;3;7;0;1968;347000
3;1;830;9600;1;3;7;0;1959;135000
3;1;1220;5038;1;5;6;0;1942;250000
1;1;550;5700;1;2;6;0;1916;290000
2;1;880;6650;1;5;6;0;1918;416000
2;1;720;8914;1;3;6;0;1949;179000
4;2;2040;8281;2;3;7;0;1961;565000
3;1;1570;8316;1;3;7;500;1962;281700
2;1;1500;3420;1;3;7;0;1902;480000
3;3;2850;9375;1;3;8;610;1977;300000
3;2;1630;8702;1;3;9;0;1987;445000
2;1;840;4239;1;3;7;0;1948;325000
5;3;2230;8560;1;3;8;1080;1960;750000
2;1;770;2971;1;3;7;0;1923;407500
5;3;2750;10000;1;4;7;1020;1957;795000
6;3;2470;9328;2;3;8;0;1982;630000
3;2;1500;2506;1;3;7;630;2003;395000
3;1;1020;8484;1;3;6;0;1949;307000
2;1;1120;45302;1;4;5;0;1932;240000
2;1;1150;3600;1;3;6;0;1910;270000
3;2;1310;2550;1;3;7;530;1986;428000
3;1;1290;11250;1;3;7;0;1956;275000
2;1;760;6380;1;3;6;0;1941;361600
4;3;3060;50002;1;4;8;600;1957;959750
3;1;1110;7962;1;3;7;0;1962;210000
3;1;1420;6000;1;3;6;0;1941;268000
2;1;790;7252;1;3;5;0;1930;115000
